0, -5007.248417988539, -1444.918140151374, 3628.534606178356, 0.717716656891, -10.224093784269, 0.748229399696
60, -4950.4969649208715, -2053.8479158338055, 3663.4401444442065, 1.1681728110547123, -10.066134835244261, 0.41840224282354554
120, -4867.7953466558265, -2652.050252791078, 3679.146885432361, 1.5823089544155737, -9.867969575616366, 0.10873159320754358
180, -4761.3791250754575, -3237.3725186366223, 3676.934667068613, 1.9585353061097093, -9.638197182245444, -0.17864071238362264
240, -4633.530817432834, -3808.162935995494, 3658.1766051272934, 2.2968154859795664, -9.384845672232467, -0.44271346259488065
300, -4486.497892981353, -4363.2259671782895, 3624.2771214154122, 2.5982913987256695, -9.115057605720848, -0.6834056182412451
360, -4322.4330780736855, -4901.764007651586, 3576.6236904938273, 2.8649224887752465, -8.8349419444423, -0.9013255658395775
420, -4143.3549515353825, -5423.314164370984, 3516.55198032892, 3.099174044335357, -8.549551068040829, -1.0975589760727038
480, -3951.1253718474695, -5927.686336774247, 3445.3227580417542, 3.3037688480374947, -8.262940481700417, -1.2734902897347233
540, -3747.4398718155294, -6414.906436680335, 3364.108362482834, 3.4815025152542107, -7.978275135014643, -1.4306624533224932
600, -3533.8273973430696, -6885.166690937188, 3273.986481408809, 3.6351150653057656, -7.697955508187554, -1.5706730276254186
660, -3311.65632805994, -7338.783635807771, 3175.9391956734494, 3.7672080948392286, -7.423745609226474, -1.6951015098396822
720, -3082.1443744309995, -7776.163569705765, 3070.855603381327, 3.8801966450053964, -7.1568923352704505, -1.8054616295108261
780, -2846.3705682186915, -8197.774766852257, 2959.5367096139444, 3.97628608576799, -6.898230934226968, -1.903172585595772
840, -2605.2880908899174, -8604.125550606062, 2842.7016064532904, 4.0574661462886645, -6.648274777822942, -1.9895440145125376
900, -2359.7371008149375, -8995.747286230267, 2720.9942503254933, 4.125516064829317, -6.407289733305928, -2.0657704985198793
960, -2110.4570314941234, -9373.181407032207, 2594.9903649981634, 4.182016454581335, -6.175354519575956, -2.1329324093471747
1020, -1858.098056512339, -9736.969687145242, 2465.204164736683, 4.2283647946932446, -5.952408901578347, -2.192000730394656
1080, -1603.2315704405228, -10087.647089919476, 2332.0947120550627, 4.265792459011489, -5.738291665404979, -2.2438441818554233
1140, -1346.3596371491785, -10425.736634431678, 2196.0718088078584, 4.2953819313784285, -5.532770202949477, -2.2892374946740484
1200, -1087.92342139246, -10751.74582638277, 2057.501376389703, 4.318083377999315, -5.335563323839318, -2.3288700646531355
1260, -828.3106577728211, -11066.164289563741, 1916.7103181183545, 4.33473010633303, -5.146358671226892, -2.3633544948558054
1320, -567.8622318088611, -11369.462309448778, 1773.990880256254, 4.3460526797808, -4.964825882272987, -2.3932347284888738
1380, -306.8779566198825, -11662.090062446108, 1629.604541722601, 4.35269161230429, -4.790626420819414, -2.418993607175929
1440, -45.621630209332565, -11944.477354273693, 1483.7854696325135, 4.3552086630107745, -4.623420826041133, -2.441059778000423
1500, 215.67454473534585, -12217.033730829551, 1336.7435805382772, 4.354096806704344, -4.462873967295724, -2.4598139299608897
1560, 476.806102146851, -12480.148856427937, 1188.6672472591674, 4.349788985830373, -4.3086587698170105, -2.475594376041445
1620, 737.5929453730149, -12734.193079007937, 1039.7256895279656, 4.342665761571752, -4.160458774728918, -2.4887020179053043
1680, 997.8764090051054, -12979.518121217983, 890.0710840942625, 4.333061983518817, -4.017969816266374, -2.499404741164925
1740, 1257.5166943305142, -13216.457851266307, 739.840426886388, 4.321272592664335, -3.8809010354189293, -2.5079412937034906
1800, 1516.3906296535156, -13445.329099019835, 589.1571766558819, 4.30755766432694, -3.748975399223513, -2.5145246999819877
1860, 1774.3897128355463, -13666.432491767393, 438.13270640287203, 4.292146787825119, -3.6219298558722737, -2.5193452622706554
1920, 2031.418398907912, -13880.053290922298, 286.8675859211283, 4.275242869465922, -3.4995152253951685, -2.5225731963670737
1980, 2287.3926005007625, -14086.462216187063, 135.45271606696588, 4.257025435373268, -3.381495902077764, -2.5243609453098035
2040, 2542.2383731367354, -14285.916247701172, -16.029667125976726, 4.2376535012555765, -3.2676494265046734, -2.524845210318653
2100, 2795.8907612010403, -14478.659399724524, -167.50510259057359, 4.217268067596645, -3.1577659710057002, -2.524148733967471
2160, 3048.2927836725153, -14664.923461694892, -318.90611471194626, 4.195994291023622, -3.051647771401599, -2.5223818665878293
2220, 3299.3945415354938, -14844.928704210128, -470.1715119854412, 4.173943375760563, -2.949108529576164, -2.5196439431994393
2280, 3549.152431242828, -15018.884548755384, -621.2457632124849, 4.1512142230709825, -2.849972804976412, -2.516024494903282
2340, 3797.5284507138476, -15186.990200928143, -772.0784419440546, 4.127894871361953, -2.754075408223285, -2.511604315664655
2400, 4044.4895861722207, -15349.435247586738, -922.6237310554277, 4.1040637550888555, -2.661260806260105, -2.506456402743734
2460, 4290.00726969672, -15506.400218824054, -1072.8399803593159, 4.079790806684879, -2.5713825456102586, -2.500646786678865
2520, 4534.056898707175, -15658.057115994958, -1222.6893110551578, 4.055138422369729, -2.4843026981526366, -2.494235264667111
2580, 4776.6174097711255, -15804.569907238458, -1372.1372615886207, 4.030162309792283, -2.399891332196926, -2.4872760493848913
2640, 5017.670900116646, -15946.094992064667, -1521.1524701692579, 4.00491223297603, -2.3180260104241723, -2.479818343725137
2700, 5257.202291097993, -16082.781636643816, -1669.7063897798917, 3.9794326679039647, -2.238591315356612, -2.4719068505668655
2760, 5495.199028608907, -16214.772381449155, -1817.7730320254664, 3.953763380242896, -2.1614784023676097, -2.4635822255058297
2820, 5731.650816074634, -16342.203422897866, -1965.3287366087739, 3.927939935147373, -2.0865845797631892, -2.4548814794577116
2880, 5966.549376210936, -16465.204970588296, -2112.351963610272, 3.9019941477270463, -2.0138129151457322, -2.445838337148956
2940, 6199.888238223424, -16583.90158168313, -2258.8231060895973, 3.87595448161263, -1.9430718670336475, -2.436483556747103
3000, 6431.662547522774, -16698.41247391777, -2404.724320812308, 3.849846402059621, -1.8742749405830825, -2.4268452152111744
3060, 6661.868895406108, -16808.851818645293, -2550.0393751720394, 3.823692689178504, -1.8073403661594858, -2.416948963368165
3120, 6890.505166458725, -16915.329015248983, -2694.7535085975856, 3.797513716142941, -1.7421907994812176, -2.4068182542164895
3180, 7117.570401704925, -17017.948948177844, -2838.8533069329574, 3.7713276965967713, -1.6787530420488987, -2.396474547523303
